entry_time,exit_time,direction,volume,pnl,reason
2025-09-02T00:00:00+00:00,2025-09-02T00:30:00+00:00,1,0.0003,-0.005099999999997272,stop
2025-09-02T00:45:00+00:00,2025-09-02T01:15:00+00:00,1,0.0001,0.09998452545557647,target
2025-09-02T01:30:00+00:00,2025-09-02T01:45:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-02T04:30:00+00:00,2025-09-02T05:15:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-03T00:00:00+00:00,2025-09-03T00:15:00+00:00,1,0.0002,0.2355924186546723,target
2025-09-03T00:30:00+00:00,2025-09-03T00:45:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-03T04:30:00+00:00,2025-09-03T05:00:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-04T00:00:00+00:00,2025-09-04T00:00:00+00:00,1,0.0002,-0.1331463123290145,stop
2025-09-04T00:30:00+00:00,2025-09-04T01:15:00+00:00,1,0.0001,-0.07201925199898888,stop
2025-09-05T01:15:00+00:00,2025-09-05T01:30:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-05T01:45:00+00:00,2025-09-05T02:30:00+00:00,1,0.0001,-0.061900384078074425,stop
2025-09-08T07:00:00+00:00,2025-09-08T07:30:00+00:00,1,0.0002,0.25351676259519407,target
2025-09-08T07:45:00+00:00,2025-09-08T10:15:00+00:00,1,0.0002,0.06649774848958587,stop
2025-09-08T10:30:00+00:00,2025-09-08T13:15:00+00:00,1,0.0002,0.15740949795304332,stop
2025-09-08T13:30:00+00:00,2025-09-08T14:45:00+00:00,1,0.0001,0.15388021808720787,target
2025-09-08T15:00:00+00:00,2025-09-08T15:15:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-09T01:15:00+00:00,2025-09-09T02:00:00+00:00,1,0.0002,0.21789429134611382,target
2025-09-09T02:15:00+00:00,2025-09-09T02:30:00+00:00,1,0.0002,-0.0033999999999981814,stop
2025-09-09T03:00:00+00:00,2025-09-09T06:00:00+00:00,1,0.0001,0.030879577215666178,stop
2025-09-09T06:45:00+00:00,2025-09-09T10:30:00+00:00,1,0.0001,-0.0016999999999990907,stop
2025-09-10T00:00:00+00:00,2025-09-10T00:15:00+00:00,1,0.0002,-0.14937232489400815,stop
